"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"33","question",312S,326.4S,2,"COOPER:","No",33,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"34","from",312S,326.4S,2,"COOPER:","No",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","one",312S,326.4S,2,"COOPER:","No",35,6.09,2.07,2.67,2.01,5.56,2.45,NA,NA,NA,NA,NA,NA,NA
"36","of",312S,326.4S,2,"COOPER:","No",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","the",312S,326.4S,2,"COOPER:","No",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","members",312S,326.4S,2,"COOPER:","No",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","in",312S,326.4S,2,"COOPER:","No",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","our",312S,326.4S,2,"COOPER:","No",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","town",312S,326.4S,2,"COOPER:","No",41,5.59,1.5,3.81,2.06,5.47,1.94,NA,5.93,1.61,4.29,2.31,4.64,1.73
"42","hall",312S,326.4S,2,"COOPER:","No",42,5.89,1.68,2.57,1.78,4.22,1.9,NA,NA,NA,NA,NA,NA,NA
"43","each",312S,326.4S,2,"COOPER:","No",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","of",312S,326.4S,2,"COOPER:","No",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","you",312S,326.4S,2,"COOPER:","No",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","will",312S,326.4S,2,"COOPER:","No",46,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"47","have",312S,326.4S,2,"COOPER:","No",47,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"48","two",312S,326.4S,2,"COOPER:","No",48,6.3,1.63,3.33,2.57,5.05,2.15,NA,NA,NA,NA,NA,NA,NA
"49","minutes",312S,326.4S,2,"COOPER:","No",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","to",312S,326.4S,2,"COOPER:","No",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","respond",312S,326.4S,2,"COOPER:","No",51,5.71,1.68,3.09,2.07,6,1.94,NA,NA,NA,NA,NA,NA,NA
"52","to",312S,326.4S,2,"COOPER:","No",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","this",312S,326.4S,2,"COOPER:","No",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","question",312S,326.4S,2,"COOPER:","No",54,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"55","secretary",312S,326.4S,2,"COOPER:","No",55,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62
"56","clinton",312S,326.4S,2,"COOPER:","No",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","you",312S,326.4S,2,"COOPER:","No",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","won",312S,326.4S,2,"COOPER:","No",58,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"59","the",312S,326.4S,2,"COOPER:","No",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","coin",312S,326.4S,2,"COOPER:","No",60,6.55,1.34,3.13,2.2,6.24,2.11,NA,6.02,1.96,4.29,2.48,5.66,1.68
"61","toss",312S,326.4S,2,"COOPER:","No",61,5,1.67,4.18,1.99,5.77,2.27,NA,NA,NA,NA,NA,NA,NA
"62","so",312S,326.4S,2,"COOPER:","No",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","you’ll",312S,326.4S,2,"COOPER:","No",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","go",312S,326.4S,2,"COOPER:","No",64,6.32,1.25,4.86,2.41,5.33,2.11,NA,NA,NA,NA,NA,NA,NA
"65","first",312S,326.4S,2,"COOPER:","No",65,7.33,1.28,4.9,2.83,6.38,2.32,NA,6.89,2.22,6.14,2.48,7.21,1.93
"66","our",312S,326.4S,2,"COOPER:","No",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","first",312S,326.4S,2,"COOPER:","No",67,7.33,1.28,4.9,2.83,6.38,2.32,NA,6.89,2.22,6.14,2.48,7.21,1.93
"68","question",312S,326.4S,2,"COOPER:","No",68,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"69","comes",312S,326.4S,2,"COOPER:","No",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","from",312S,326.4S,2,"COOPER:","No",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","patrice",312S,326.4S,2,"COOPER:","No",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","brock",312S,326.4S,2,"COOPER:","No",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","patrice",312S,326.4S,2,"COOPER:","No",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","thank",328.1S,345.7S,3,"QUESTION:","No",74,7.77,1.41,3.33,2.31,6.89,1.91,2,NA,NA,NA,NA,NA,NA
"75","you",328.1S,345.7S,3,"QUESTION:","No",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","and",328.1S,345.7S,3,"QUESTION:","No",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","good",328.1S,345.7S,3,"QUESTION:","No",77,7.89,1.24,3.66,2.72,6.41,2.18,3,7.47,1.45,5.43,2.85,6.41,2.05
"78","evening",328.1S,345.7S,3,"QUESTION:","No",78,7.09,1.87,3.1,2,5.22,2.21,NA,NA,NA,NA,NA,NA,NA
"79","the",328.1S,345.7S,3,"QUESTION:","No",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","last",328.1S,345.7S,3,"QUESTION:","No",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","presidential",328.1S,345.7S,3,"QUESTION:","No",81,4.95,1.35,4.06,2.24,5.18,2.81,NA,NA,NA,NA,NA,NA,NA
"82","debate",328.1S,345.7S,3,"QUESTION:","No",82,4.95,1.39,4.86,2.41,5.96,2.41,NA,NA,NA,NA,NA,NA,NA
"83","could",328.1S,345.7S,3,"QUESTION:","No",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","have",328.1S,345.7S,3,"QUESTION:","No",84,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"85","been",328.1S,345.7S,3,"QUESTION:","No",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","rated",328.1S,345.7S,3,"QUESTION:","No",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","as",328.1S,345.7S,3,"QUESTION:","No",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ma",328.1S,345.7S,3,"QUESTION:","No",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","mature",328.1S,345.7S,3,"QUESTION:","No",89,5.95,2.03,3.48,2.09,7.05,1.59,2,NA,NA,NA,NA,NA,NA
"90","audiences",328.1S,345.7S,3,"QUESTION:","No",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","per",328.1S,345.7S,3,"QUESTION:","No",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","tv",328.1S,345.7S,3,"QUESTION:","No",92,6.05,2.33,4.24,2.14,5.24,2.55,NA,NA,NA,NA,NA,NA,NA
"93","parental",328.1S,345.7S,3,"QUESTION:","No",93,6.21,1.81,2.73,2.35,5.93,2.61,NA,NA,NA,NA,NA,NA,NA
"94","guidelines",328.1S,345.7S,3,"QUESTION:","No",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","knowing",328.1S,345.7S,3,"QUESTION:","No",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","that",328.1S,345.7S,3,"QUESTION:","No",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","educators",328.1S,345.7S,3,"QUESTION:","No",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","assign",328.1S,345.7S,3,"QUESTION:","No",98,4.75,1.62,3.71,1.49,5.74,2.43,NA,NA,NA,NA,NA,NA,NA
"99","viewing",328.1S,345.7S,3,"QUESTION:","No",99,5.58,1.43,3.4,2.04,5.74,1.89,NA,NA,NA,NA,NA,NA,NA
"100","the",328.1S,345.7S,3,"QUESTION:","No",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","presidential",328.1S,345.7S,3,"QUESTION:","No",101,4.95,1.35,4.06,2.24,5.18,2.81,NA,NA,NA,NA,NA,NA,NA
"102","debates",328.1S,345.7S,3,"QUESTION:","No",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","as",328.1S,345.7S,3,"QUESTION:","No",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","students",328.1S,345.7S,3,"QUESTION:","No",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","homework",328.1S,345.7S,3,"QUESTION:","No",105,3.32,1.55,4.74,2.56,5.16,1.83,NA,NA,NA,NA,NA,NA,NA
"106","do",328.1S,345.7S,3,"QUESTION:","No",106,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"107","you",328.1S,345.7S,3,"QUESTION:","No",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","feel",328.1S,345.7S,3,"QUESTION:","No",108,6.27,1.93,4.05,2.69,5.5,1.83,NA,NA,NA,NA,NA,NA,NA
"109","you’re",328.1S,345.7S,3,"QUESTION:","No",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","modeling",328.1S,345.7S,3,"QUESTION:","No",110,5.67,1.93,3.92,2.76,4.65,2.01,NA,NA,NA,NA,NA,NA,NA
"111","appropriate",328.1S,345.7S,3,"QUESTION:","No",111,6.1,1.94,4.04,2.06,5,2.51,NA,NA,NA,NA,NA,NA,NA
"112","and",328.1S,345.7S,3,"QUESTION:","No",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","positive",328.1S,345.7S,3,"QUESTION:","No",113,7.57,1.75,5.5,3.12,7.26,1.82,2,8.07,1.1,5.57,2.18,6.19,1.83
"114","behavior",328.1S,345.7S,3,"QUESTION:","No",114,5.28,1.71,4.27,2.16,5.88,1.92,NA,NA,NA,NA,NA,NA,NA
"115","for",328.1S,345.7S,3,"QUESTION:","No",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","today’s",328.1S,345.7S,3,"QUESTION:","No",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","youth",328.1S,345.7S,3,"QUESTION:","No",117,6.53,1.58,4.14,2.58,5,2.05,NA,6.75,2.29,5.67,2.52,5.11,2.55
"118","well",346.3S,464.5S,4,"CLINTON:","No",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","thank",346.3S,464.5S,4,"CLINTON:","No",119,7.77,1.41,3.33,2.31,6.89,1.91,2,NA,NA,NA,NA,NA,NA
"120","you",346.3S,464.5S,4,"CLINTON:","No",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","are",346.3S,464.5S,4,"CLINTON:","No",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","you",346.3S,464.5S,4,"CLINTON:","No",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","a",346.3S,464.5S,4,"CLINTON:","No",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","teacher",346.3S,464.5S,4,"CLINTON:","No",124,7.37,1.74,2.9,2.31,5.95,2.17,NA,5.68,2.12,4.05,2.61,5.11,2.2
"125","yes",346.3S,464.5S,4,"CLINTON:","No",125,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"126","i",346.3S,464.5S,4,"CLINTON:","No",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","think",346.3S,464.5S,4,"CLINTON:","No",127,6.68,1.67,3.75,2.27,6.5,2.01,NA,6.41,1.88,5.34,2.48,6.38,2.19
"128","that",346.3S,464.5S,4,"CLINTON:","No",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","that’s",346.3S,464.5S,4,"CLINTON:","No",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","a",346.3S,464.5S,4,"CLINTON:","No",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","very",346.3S,464.5S,4,"CLINTON:","No",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","good",346.3S,464.5S,4,"CLINTON:","No",132,7.89,1.24,3.66,2.72,6.41,2.18,3,7.47,1.45,5.43,2.85,6.41,2.05
"133","question",346.3S,464.5S,4,"CLINTON:","No",133,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"134","because",346.3S,464.5S,4,"CLINTON:","No",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","i’ve",346.3S,464.5S,4,"CLINTON:","No",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","heard",346.3S,464.5S,4,"CLINTON:","No",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","from",346.3S,464.5S,4,"CLINTON:","No",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","lots",346.3S,464.5S,4,"CLINTON:","No",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","of",346.3S,464.5S,4,"CLINTON:","No",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","teachers",346.3S,464.5S,4,"CLINTON:","No",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","and",346.3S,464.5S,4,"CLINTON:","No",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","parents",346.3S,464.5S,4,"CLINTON:","No",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","about",346.3S,464.5S,4,"CLINTON:","No",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","some",346.3S,464.5S,4,"CLINTON:","No",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","of",346.3S,464.5S,4,"CLINTON:","No",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","their",346.3S,464.5S,4,"CLINTON:","No",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","concerns",346.3S,464.5S,4,"CLINTON:","No",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","about",346.3S,464.5S,4,"CLINTON:","No",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","some",346.3S,464.5S,4,"CLINTON:","No",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","of",346.3S,464.5S,4,"CLINTON:","No",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","the",346.3S,464.5S,4,"CLINTON:","No",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","things",346.3S,464.5S,4,"CLINTON:","No",152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","that",346.3S,464.5S,4,"CLINTON:","No",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","are",346.3S,464.5S,4,"CLINTON:","No",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","being",346.3S,464.5S,4,"CLINTON:","No",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","said",346.3S,464.5S,4,"CLINTON:","No",156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","and",346.3S,464.5S,4,"CLINTON:","No",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","done",346.3S,464.5S,4,"CLINTON:","No",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","in",346.3S,464.5S,4,"CLINTON:","No",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","this",346.3S,464.5S,4,"CLINTON:","No",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","campaign",346.3S,464.5S,4,"CLINTON:","No",161,4.55,1.76,3.5,2.56,5.14,2.44,NA,NA,NA,NA,NA,NA,NA
"162","and",346.3S,464.5S,4,"CLINTON:","No",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","i",346.3S,464.5S,4,"CLINTON:","No",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","think",346.3S,464.5S,4,"CLINTON:","No",164,6.68,1.67,3.75,2.27,6.5,2.01,NA,6.41,1.88,5.34,2.48,6.38,2.19
"165","it",346.3S,464.5S,4,"CLINTON:","No",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","is",346.3S,464.5S,4,"CLINTON:","No",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","very",346.3S,464.5S,4,"CLINTON:","No",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","important",346.3S,464.5S,4,"CLINTON:","No",168,6.82,1.4,4.71,2.35,6.39,1.97,2,NA,NA,NA,NA,NA,NA
"169","for",346.3S,464.5S,4,"CLINTON:","No",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","us",346.3S,464.5S,4,"CLINTON:","No",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","to",346.3S,464.5S,4,"CLINTON:","No",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","make",346.3S,464.5S,4,"CLINTON:","No",172,6.09,1.6,3.67,2.33,6.22,2.32,NA,NA,NA,NA,NA,NA,NA
"173","clear",346.3S,464.5S,4,"CLINTON:","No",173,6.14,1.7,2.71,1.71,6.17,1.76,1,NA,NA,NA,NA,NA,NA
"174","to",346.3S,464.5S,4,"CLINTON:","No",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","our",346.3S,464.5S,4,"CLINTON:","No",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","children",346.3S,464.5S,4,"CLINTON:","No",176,6.36,2.11,5.09,2.56,5.95,2.52,NA,NA,NA,NA,NA,NA,NA
"177","that",346.3S,464.5S,4,"CLINTON:","No",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","our",346.3S,464.5S,4,"CLINTON:","No",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","country",346.3S,464.5S,4,"CLINTON:","No",179,6.14,1.67,3.71,2.47,6.35,2.03,NA,5.93,1.91,5.26,1.93,5.96,1.93
"180","really",346.3S,464.5S,4,"CLINTON:","No",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","is",346.3S,464.5S,4,"CLINTON:","No",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","great",346.3S,464.5S,4,"CLINTON:","No",182,7.5,1.92,4.14,2.69,6.65,1.84,3,NA,NA,NA,NA,NA,NA
"183","because",346.3S,464.5S,4,"CLINTON:","No",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","we’re",346.3S,464.5S,4,"CLINTON:","No",184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","good",346.3S,464.5S,4,"CLINTON:","No",185,7.89,1.24,3.66,2.72,6.41,2.18,3,7.47,1.45,5.43,2.85,6.41,2.05
"186","and",346.3S,464.5S,4,"CLINTON:","No",186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","we",346.3S,464.5S,4,"CLINTON:","No",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","are",346.3S,464.5S,4,"CLINTON:","No",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","going",346.3S,464.5S,4,"CLINTON:","No",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","to",346.3S,464.5S,4,"CLINTON:","No",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","respect",346.3S,464.5S,4,"CLINTON:","No",191,6.79,1.72,4.79,2.62,7.26,1.73,NA,7.64,1.29,5.19,2.39,6.89,2.11
"192","one",346.3S,464.5S,4,"CLINTON:","No",192,6.09,2.07,2.67,2.01,5.56,2.45,NA,NA,NA,NA,NA,NA,NA
"193","another",346.3S,464.5S,4,"CLINTON:","No",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","lift",346.3S,464.5S,4,"CLINTON:","No",194,5.32,1.76,4.9,2.81,6.84,2.17,NA,NA,NA,NA,NA,NA,NA
"195","each",346.3S,464.5S,4,"CLINTON:","No",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","other",346.3S,464.5S,4,"CLINTON:","No",196,5.41,1.59,3.48,2.27,6,2.09,NA,NA,NA,NA,NA,NA,NA
"197","up",346.3S,464.5S,4,"CLINTON:","No",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","we",346.3S,464.5S,4,"CLINTON:","No",198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","are",346.3S,464.5S,4,"CLINTON:","No",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","going",346.3S,464.5S,4,"CLINTON:","No",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","to",346.3S,464.5S,4,"CLINTON:","No",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","be",346.3S,464.5S,4,"CLINTON:","No",202,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"203","looking",346.3S,464.5S,4,"CLINTON:","No",203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","for",346.3S,464.5S,4,"CLINTON:","No",204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","ways",346.3S,464.5S,4,"CLINTON:","No",205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","to",346.3S,464.5S,4,"CLINTON:","No",206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","celebrate",346.3S,464.5S,4,"CLINTON:","No",207,7.84,1.3,6.73,1.83,6.12,2.07,3,NA,NA,NA,NA,NA,NA
"208","our",346.3S,464.5S,4,"CLINTON:","No",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","diversity",346.3S,464.5S,4,"CLINTON:","No",209,6.14,1.31,3.21,2.32,4.71,2.85,NA,NA,NA,NA,NA,NA,NA
"210","and",346.3S,464.5S,4,"CLINTON:","No",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","we",346.3S,464.5S,4,"CLINTON:","No",211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","are",346.3S,464.5S,4,"CLINTON:","No",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","going",346.3S,464.5S,4,"CLINTON:","No",213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","to",346.3S,464.5S,4,"CLINTON:","No",214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","try",346.3S,464.5S,4,"CLINTON:","No",215,5.64,1.76,4,2.37,5.94,2.51,NA,NA,NA,NA,NA,NA,NA
"216","to",346.3S,464.5S,4,"CLINTON:","No",216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","reach",346.3S,464.5S,4,"CLINTON:","No",217,5.78,1.44,3.35,2.25,5.72,1.99,1,NA,NA,NA,NA,NA,NA
"218","out",346.3S,464.5S,4,"CLINTON:","No",218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","to",346.3S,464.5S,4,"CLINTON:","No",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","every",346.3S,464.5S,4,"CLINTON:","No",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","boy",346.3S,464.5S,4,"CLINTON:","No",221,5.84,1.7,4.11,2.49,5.5,2.13,NA,6.32,1.6,4.58,2.37,5.34,2.2
"222","and",346.3S,464.5S,4,"CLINTON:","No",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","girl",346.3S,464.5S,4,"CLINTON:","No",223,7.15,1.56,5.23,2.68,5.27,2.25,NA,6.87,1.64,4.29,2.69,5.8,2.16
"224","as",346.3S,464.5S,4,"CLINTON:","No",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","well",346.3S,464.5S,4,"CLINTON:","No",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","as",346.3S,464.5S,4,"CLINTON:","No",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","every",346.3S,464.5S,4,"CLINTON:","No",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","adult",346.3S,464.5S,4,"CLINTON:","No",228,5.9,2.1,4.36,2.5,6.46,2.07,NA,6.49,1.5,4.76,1.95,5.75,2.21
"229","to",346.3S,464.5S,4,"CLINTON:","No",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
