"","word","StartTime","EndTime","Turn","Interlocutor","Interruption","Order","ValenceWarriner","ValenceUncertaintyWarriner","ArousalWarriner","ArousalUncertaintyWarriner","DominanceWarriner","DominanceUncertaintyWarriner","ValenceAfinn","ValenceAnew","ValenceUncertaintyAnew","ArousalAnew","ArousalUncertaintyAnew","DominanceAnew","DominanceUncertaintyAnew"
"3132","they",1242.3S,1358.3S,32,"Trump:","No",3132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133","all",1242.3S,1358.3S,32,"Trump:","No",3133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134","want",1242.3S,1358.3S,32,"Trump:","No",3134,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"3135","the",1242.3S,1358.3S,32,"Trump:","No",3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136","wall",1242.3S,1358.3S,32,"Trump:","No",3136,5.06,1.73,2.9,1.92,4.22,1.66,NA,4.76,1.21,4.18,1.87,4.41,1.78
"3137","we",1242.3S,1358.3S,32,"Trump:","No",3137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3138","stop",1242.3S,1358.3S,32,"Trump:","No",3138,4.73,1.16,4.14,2.5,5.06,2.7,-1,3.96,1.37,4.26,2.01,4.89,2.01
"3139","the",1242.3S,1358.3S,32,"Trump:","No",3139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3140","drugs",1242.3S,1358.3S,32,"Trump:","No",3140,3.86,2.23,5.78,2.66,4.32,2.6,NA,3.76,2.2,6,2.39,4.75,2.62
"3141","we",1242.3S,1358.3S,32,"Trump:","No",3141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142","shore",1242.3S,1358.3S,32,"Trump:","No",3142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143","up",1242.3S,1358.3S,32,"Trump:","No",3143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144","the",1242.3S,1358.3S,32,"Trump:","No",3144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145","border",1242.3S,1358.3S,32,"Trump:","No",3145,4.68,1.46,4.3,2.4,4.74,2.16,NA,NA,NA,NA,NA,NA,NA
"3146","one",1242.3S,1358.3S,32,"Trump:","No",3146,6.09,2.07,2.67,2.01,5.56,2.45,NA,NA,NA,NA,NA,NA,NA
"3147","of",1242.3S,1358.3S,32,"Trump:","No",3147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148","my",1242.3S,1358.3S,32,"Trump:","No",3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3149","first",1242.3S,1358.3S,32,"Trump:","No",3149,7.33,1.28,4.9,2.83,6.38,2.32,NA,6.89,2.22,6.14,2.48,7.21,1.93
"3150","acts",1242.3S,1358.3S,32,"Trump:","No",3150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151","will",1242.3S,1358.3S,32,"Trump:","No",3151,5.32,1.78,2.9,2.07,6.61,2.33,NA,NA,NA,NA,NA,NA,NA
"3152","be",1242.3S,1358.3S,32,"Trump:","No",3152,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"3153","to",1242.3S,1358.3S,32,"Trump:","No",3153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154","get",1242.3S,1358.3S,32,"Trump:","No",3154,6.09,1.57,3.67,2.03,5.65,1.93,NA,NA,NA,NA,NA,NA,NA
"3155","all",1242.3S,1358.3S,32,"Trump:","No",3155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156","of",1242.3S,1358.3S,32,"Trump:","No",3156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3157","the",1242.3S,1358.3S,32,"Trump:","No",3157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3158","drug",1242.3S,1358.3S,32,"Trump:","No",3158,4.11,1.84,4.48,2.52,3.67,2.2,NA,NA,NA,NA,NA,NA,NA
"3159","lords",1242.3S,1358.3S,32,"Trump:","No",3159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3160","all",1242.3S,1358.3S,32,"Trump:","No",3160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3161","of",1242.3S,1358.3S,32,"Trump:","No",3161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3162","the",1242.3S,1358.3S,32,"Trump:","No",3162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163","bad",1242.3S,1358.3S,32,"Trump:","No",3163,3.24,1.92,4.86,2.69,3.56,2.18,-3,2.56,1.36,5.52,1.87,3.84,1.82
"3164","ones",1242.3S,1358.3S,32,"Trump:","No",3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3165","we",1242.3S,1358.3S,32,"Trump:","No",3165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3166","have",1242.3S,1358.3S,32,"Trump:","No",3166,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"3167","some",1242.3S,1358.3S,32,"Trump:","No",3167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3168","bad",1242.3S,1358.3S,32,"Trump:","No",3168,3.24,1.92,4.86,2.69,3.56,2.18,-3,2.56,1.36,5.52,1.87,3.84,1.82
"3169","bad",1242.3S,1358.3S,32,"Trump:","No",3169,3.24,1.92,4.86,2.69,3.56,2.18,-3,2.56,1.36,5.52,1.87,3.84,1.82
"3170","people",1242.3S,1358.3S,32,"Trump:","No",3170,5.7,2.01,3.77,2.34,5.4,2.19,NA,7.33,1.7,5.94,2.09,6.14,2.02
"3171","in",1242.3S,1358.3S,32,"Trump:","No",3171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3172","this",1242.3S,1358.3S,32,"Trump:","No",3172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3173","country",1242.3S,1358.3S,32,"Trump:","No",3173,6.14,1.67,3.71,2.47,6.35,2.03,NA,5.93,1.91,5.26,1.93,5.96,1.93
"3174","that",1242.3S,1358.3S,32,"Trump:","No",3174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3175","have",1242.3S,1358.3S,32,"Trump:","No",3175,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"3176","to",1242.3S,1358.3S,32,"Trump:","No",3176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3177","go",1242.3S,1358.3S,32,"Trump:","No",3177,6.32,1.25,4.86,2.41,5.33,2.11,NA,NA,NA,NA,NA,NA,NA
"3178","out",1242.3S,1358.3S,32,"Trump:","No",3178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3179","we're",1242.3S,1358.3S,32,"Trump:","No",3179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3180","going",1242.3S,1358.3S,32,"Trump:","No",3180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3181","to",1242.3S,1358.3S,32,"Trump:","No",3181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3182","get",1242.3S,1358.3S,32,"Trump:","No",3182,6.09,1.57,3.67,2.03,5.65,1.93,NA,NA,NA,NA,NA,NA,NA
"3183","them",1242.3S,1358.3S,32,"Trump:","No",3183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3184","out",1242.3S,1358.3S,32,"Trump:","No",3184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3185","we're",1242.3S,1358.3S,32,"Trump:","No",3185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3186","going",1242.3S,1358.3S,32,"Trump:","No",3186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3187","to",1242.3S,1358.3S,32,"Trump:","No",3187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3188","secure",1242.3S,1358.3S,32,"Trump:","No",3188,7.08,1.86,3.6,2.5,7,2.18,2,7.57,1.76,3.14,2.47,5.93,2.57
"3189","the",1242.3S,1358.3S,32,"Trump:","No",3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3190","border",1242.3S,1358.3S,32,"Trump:","No",3190,4.68,1.46,4.3,2.4,4.74,2.16,NA,NA,NA,NA,NA,NA,NA
"3191","and",1242.3S,1358.3S,32,"Trump:","No",3191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3192","once",1242.3S,1358.3S,32,"Trump:","No",3192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3193","the",1242.3S,1358.3S,32,"Trump:","No",3193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3194","border",1242.3S,1358.3S,32,"Trump:","No",3194,4.68,1.46,4.3,2.4,4.74,2.16,NA,NA,NA,NA,NA,NA,NA
"3195","is",1242.3S,1358.3S,32,"Trump:","No",3195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3196","secured",1242.3S,1358.3S,32,"Trump:","No",3196,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"3197","at",1242.3S,1358.3S,32,"Trump:","No",3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3198","a",1242.3S,1358.3S,32,"Trump:","No",3198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3199","later",1242.3S,1358.3S,32,"Trump:","No",3199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3200","date",1242.3S,1358.3S,32,"Trump:","No",3200,7.18,1.5,4.33,2.5,5.11,2.19,NA,NA,NA,NA,NA,NA,NA
"3201","we'll",1242.3S,1358.3S,32,"Trump:","No",3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3202","make",1242.3S,1358.3S,32,"Trump:","No",3202,6.09,1.6,3.67,2.33,6.22,2.32,NA,NA,NA,NA,NA,NA,NA
"3203","a",1242.3S,1358.3S,32,"Trump:","No",3203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3204","determination",1242.3S,1358.3S,32,"Trump:","No",3204,7.58,1.35,5.52,2.23,7.06,2.15,NA,NA,NA,NA,NA,NA,NA
"3205","as",1242.3S,1358.3S,32,"Trump:","No",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3206","to",1242.3S,1358.3S,32,"Trump:","No",3206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3207","the",1242.3S,1358.3S,32,"Trump:","No",3207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3208","rest",1242.3S,1358.3S,32,"Trump:","No",3208,7.86,1.25,2.29,2.35,5.78,2.34,NA,NA,NA,NA,NA,NA,NA
"3209","but",1242.3S,1358.3S,32,"Trump:","No",3209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3210","we",1242.3S,1358.3S,32,"Trump:","No",3210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3211","have",1242.3S,1358.3S,32,"Trump:","No",3211,5.86,2.03,3.52,2.04,5.72,2.3,NA,NA,NA,NA,NA,NA,NA
"3212","some",1242.3S,1358.3S,32,"Trump:","No",3212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3213","bad",1242.3S,1358.3S,32,"Trump:","No",3213,3.24,1.92,4.86,2.69,3.56,2.18,-3,2.56,1.36,5.52,1.87,3.84,1.82
"3214","hombres",1242.3S,1358.3S,32,"Trump:","No",3214,6.37,1.67,3.73,2.88,4.32,1.74,NA,NA,NA,NA,NA,NA,NA
"3215","here",1242.3S,1358.3S,32,"Trump:","No",3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3216","and",1242.3S,1358.3S,32,"Trump:","No",3216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3217","we're",1242.3S,1358.3S,32,"Trump:","No",3217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3218","going",1242.3S,1358.3S,32,"Trump:","No",3218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3219","to",1242.3S,1358.3S,32,"Trump:","No",3219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3220","get",1242.3S,1358.3S,32,"Trump:","No",3220,6.09,1.57,3.67,2.03,5.65,1.93,NA,NA,NA,NA,NA,NA,NA
"3221","them",1242.3S,1358.3S,32,"Trump:","No",3221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3222","out",1242.3S,1358.3S,32,"Trump:","No",3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3223","mr",1359.3S,1365.6S,33,"Wallace:","No",3223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3224","trump",1359.3S,1365.6S,33,"Wallace:","No",3224,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA
"3225","thank",1359.3S,1365.6S,33,"Wallace:","No",3225,7.77,1.41,3.33,2.31,6.89,1.91,2,NA,NA,NA,NA,NA,NA
"3226","you",1359.3S,1365.6S,33,"Wallace:","No",3226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3227","same",1359.3S,1365.6S,33,"Wallace:","No",3227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3228","question",1359.3S,1365.6S,33,"Wallace:","No",3228,6.36,1.62,3.67,2.24,5.88,2.31,NA,NA,NA,NA,NA,NA,NA
"3229","to",1359.3S,1365.6S,33,"Wallace:","No",3229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3230","you",1359.3S,1365.6S,33,"Wallace:","No",3230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3231","secretary",1359.3S,1365.6S,33,"Wallace:","No",3231,5.18,1.84,3.8,2.17,6.68,2.26,NA,5.76,1.3,4.66,2.04,5.86,1.62
"3232","clinton",1359.3S,1365.6S,33,"Wallace:","No",3232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3233","basically",1359.3S,1365.6S,33,"Wallace:","No",3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3234","why",1359.3S,1365.6S,33,"Wallace:","No",3234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3235","are",1359.3S,1365.6S,33,"Wallace:","No",3235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3236","you",1359.3S,1365.6S,33,"Wallace:","No",3236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3237","right",1359.3S,1365.6S,33,"Wallace:","No",3237,7.32,1.49,5,2.6,7.16,1.86,NA,6.45,1.55,4.79,2.18,6.38,1.78
"3238","and",1359.3S,1365.6S,33,"Wallace:","No",3238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3239","mr",1359.3S,1365.6S,33,"Wallace:","No",3239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3240","trump",1359.3S,1365.6S,33,"Wallace:","No",3240,4.18,1.68,3.33,1.98,5.86,1.71,NA,NA,NA,NA,NA,NA,NA
"3241","is",1359.3S,1365.6S,33,"Wallace:","No",3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3242","wrong",1359.3S,1365.6S,33,"Wallace:","No",3242,3.24,1.48,5.29,2.19,3.39,1.97,-2,2.93,1.8,4.67,2.04,3.3,1.8
"3243","well",1366S,1491.7S,34,"Clinton:","No",3243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3244","as",1366S,1491.7S,34,"Clinton:","No",3244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3245","he",1366S,1491.7S,34,"Clinton:","No",3245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3246","was",1366S,1491.7S,34,"Clinton:","No",3246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3247","talking",1366S,1491.7S,34,"Clinton:","No",3247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3248","i",1366S,1491.7S,34,"Clinton:","No",3248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3249","was",1366S,1491.7S,34,"Clinton:","No",3249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3250","thinking",1366S,1491.7S,34,"Clinton:","No",3250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3251","about",1366S,1491.7S,34,"Clinton:","No",3251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3252","a",1366S,1491.7S,34,"Clinton:","No",3252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3253","young",1366S,1491.7S,34,"Clinton:","No",3253,6.31,1.59,4.09,2.22,5.6,2.84,NA,6.89,2.12,5.64,2.51,5.3,2.49
"3254","girl",1366S,1491.7S,34,"Clinton:","No",3254,7.15,1.56,5.23,2.68,5.27,2.25,NA,6.87,1.64,4.29,2.69,5.8,2.16
"3255","i",1366S,1491.7S,34,"Clinton:","No",3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3256","met",1366S,1491.7S,34,"Clinton:","No",3256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3257","here",1366S,1491.7S,34,"Clinton:","No",3257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3258","in",1366S,1491.7S,34,"Clinton:","No",3258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3259","las",1366S,1491.7S,34,"Clinton:","No",3259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3260","vegas",1366S,1491.7S,34,"Clinton:","No",3260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3261","carla",1366S,1491.7S,34,"Clinton:","No",3261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3262","who",1366S,1491.7S,34,"Clinton:","No",3262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3263","is",1366S,1491.7S,34,"Clinton:","No",3263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3264","very",1366S,1491.7S,34,"Clinton:","No",3264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3265","worried",1366S,1491.7S,34,"Clinton:","No",3265,3.27,1.42,5.81,2.75,4.18,2.4,-3,NA,NA,NA,NA,NA,NA
"3266","that",1366S,1491.7S,34,"Clinton:","No",3266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267","her",1366S,1491.7S,34,"Clinton:","No",3267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3268","parents",1366S,1491.7S,34,"Clinton:","No",3268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3269","might",1366S,1491.7S,34,"Clinton:","No",3269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3270","be",1366S,1491.7S,34,"Clinton:","No",3270,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"3271","deported",1366S,1491.7S,34,"Clinton:","No",3271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3272","because",1366S,1491.7S,34,"Clinton:","No",3272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3273","she",1366S,1491.7S,34,"Clinton:","No",3273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3274","was",1366S,1491.7S,34,"Clinton:","No",3274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3275","born",1366S,1491.7S,34,"Clinton:","No",3275,7.33,2.22,3.9,2.68,3.78,2.73,NA,NA,NA,NA,NA,NA,NA
"3276","in",1366S,1491.7S,34,"Clinton:","No",3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3277","this",1366S,1491.7S,34,"Clinton:","No",3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3278","country",1366S,1491.7S,34,"Clinton:","No",3278,6.14,1.67,3.71,2.47,6.35,2.03,NA,5.93,1.91,5.26,1.93,5.96,1.93
"3279","but",1366S,1491.7S,34,"Clinton:","No",3279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3280","they",1366S,1491.7S,34,"Clinton:","No",3280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3281","were",1366S,1491.7S,34,"Clinton:","No",3281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3282","not",1366S,1491.7S,34,"Clinton:","No",3282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3283","they",1366S,1491.7S,34,"Clinton:","No",3283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3284","work",1366S,1491.7S,34,"Clinton:","No",3284,5.05,1.73,4.33,2.37,6.12,2,NA,3.96,2.05,5.11,2.28,4.11,2.17
"3285","hard",1366S,1491.7S,34,"Clinton:","No",3285,4.35,1.97,4.5,2.75,4.96,2.31,-1,5.22,1.82,5.12,2.19,5.59,1.63
"3286","they",1366S,1491.7S,34,"Clinton:","No",3286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3287","do",1366S,1491.7S,34,"Clinton:","No",3287,5.41,1.84,3.67,2.15,6.35,2,NA,NA,NA,NA,NA,NA,NA
"3288","everything",1366S,1491.7S,34,"Clinton:","No",3288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3289","they",1366S,1491.7S,34,"Clinton:","No",3289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3290","can",1366S,1491.7S,34,"Clinton:","No",3290,6.41,1.53,3.14,1.93,6.44,2.19,NA,NA,NA,NA,NA,NA,NA
"3291","to",1366S,1491.7S,34,"Clinton:","No",3291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3292","give",1366S,1491.7S,34,"Clinton:","No",3292,7.73,1.08,4.57,2.23,5.72,2.47,NA,7.13,1.38,5.33,1.88,6.27,1.82
"3293","her",1366S,1491.7S,34,"Clinton:","No",3293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3294","a",1366S,1491.7S,34,"Clinton:","No",3294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3295","good",1366S,1491.7S,34,"Clinton:","No",3295,7.89,1.24,3.66,2.72,6.41,2.18,3,7.47,1.45,5.43,2.85,6.41,2.05
"3296","life",1366S,1491.7S,34,"Clinton:","No",3296,6.68,2.49,5.59,2.58,5.89,2.42,NA,7.27,1.88,6.02,2.62,5.72,2.51
"3297","and",1366S,1491.7S,34,"Clinton:","No",3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298","you're",1366S,1491.7S,34,"Clinton:","No",3298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3299","right",1366S,1491.7S,34,"Clinton:","No",3299,7.32,1.49,5,2.6,7.16,1.86,NA,6.45,1.55,4.79,2.18,6.38,1.78
"3300","i",1366S,1491.7S,34,"Clinton:","No",3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3301","don't",1366S,1491.7S,34,"Clinton:","No",3301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3302","want",1366S,1491.7S,34,"Clinton:","No",3302,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"3303","to",1366S,1491.7S,34,"Clinton:","No",3303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3304","rip",1366S,1491.7S,34,"Clinton:","No",3304,3.28,1.78,5.26,2.33,4.12,2.05,NA,NA,NA,NA,NA,NA,NA
"3305","families",1366S,1491.7S,34,"Clinton:","No",3305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3306","apart",1366S,1491.7S,34,"Clinton:","No",3306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3307","i",1366S,1491.7S,34,"Clinton:","No",3307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3308","don't",1366S,1491.7S,34,"Clinton:","No",3308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3309","want",1366S,1491.7S,34,"Clinton:","No",3309,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"3310","to",1366S,1491.7S,34,"Clinton:","No",3310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311","be",1366S,1491.7S,34,"Clinton:","No",3311,6.18,1.44,3.43,2.31,5.5,2.85,NA,NA,NA,NA,NA,NA,NA
"3312","sending",1366S,1491.7S,34,"Clinton:","No",3312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313","parents",1366S,1491.7S,34,"Clinton:","No",3313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314","away",1366S,1491.7S,34,"Clinton:","No",3314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3315","from",1366S,1491.7S,34,"Clinton:","No",3315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3316","children",1366S,1491.7S,34,"Clinton:","No",3316,6.36,2.11,5.09,2.56,5.95,2.52,NA,NA,NA,NA,NA,NA,NA
"3317","i",1366S,1491.7S,34,"Clinton:","No",3317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318","don't",1366S,1491.7S,34,"Clinton:","No",3318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3319","want",1366S,1491.7S,34,"Clinton:","No",3319,6,1.8,5.29,2.12,5.39,2.68,1,5.25,2.08,6,2.11,4.54,2.13
"3320","to",1366S,1491.7S,34,"Clinton:","No",3320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321","see",1366S,1491.7S,34,"Clinton:","No",3321,6.27,1.61,3.9,2.28,6,2.29,NA,NA,NA,NA,NA,NA,NA
